index,district,ward,type_of_housing,legal_paper,price
42208,Hà Đông,La Khê,"Nhà mặt phố, mặt tiền",Đã có sổ,112.67
68409,Hà Đông,Quang Trung,"Nhà ngõ, hẻm",Đã có sổ,87.0
69087,Cầu Giấy,Trung Hoà,Nhà phố liền kề,Đã có sổ,333.33
8515,Hà Đông,Kiến Hưng,"Nhà ngõ, hẻm",Đã có sổ,89.47
5939,Thanh Xuân,Kim Giang,"Nhà ngõ, hẻm",Đã có sổ,67.71
2902,Hai Bà Trưng,Thanh Lương,"Nhà ngõ, hẻm",Đã có sổ,105.36
56234,Cầu Giấy,Dịch Vọng Hậu,"Nhà ngõ, hẻm",Đã có sổ,178.0
50922,Huyện Thanh Trì,Xã Tả Thanh Oai,"Nhà ngõ, hẻm",Đã có sổ,48.67
55481,Thanh Xuân,Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,89.19
23847,Tây Hồ,Thụy Khuê,"Nhà ngõ, hẻm",Đã có sổ,80.95
1868,Đống Đa,Trung Tự,"Nhà ngõ, hẻm",Đã có sổ,109.09
74535,Hai Bà Trưng,Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,90.91
3686,Bắc Từ Liêm,Phú Diễn,"Nhà ngõ, hẻm",Đã có sổ,70.0
71985,Long Biên,Bồ Đề,"Nhà ngõ, hẻm",Đã có sổ,103.95
16140,Thanh Xuân,Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,75.64
80091,Hà Đông,Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,82.76
14381,Cầu Giấy,Nghĩa Đô,"Nhà ngõ, hẻm",Đã có sổ,133.33
69634,Thanh Xuân,Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,102.22
58971,Thanh Xuân,Kim Giang,"Nhà ngõ, hẻm",Đã có sổ,75.0
9180,Thanh Xuân,Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,94.12
65612,Hai Bà Trưng,Trương Định,"Nhà ngõ, hẻm",Đang chờ sổ,78.75
60847,Thanh Xuân,Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,81.11
2651,Thanh Xuân,Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,77.78
10057,Hai Bà Trưng,Đống Mác,"Nhà ngõ, hẻm",Đã có sổ,111.32
72638,Hà Đông,Quang Trung,"Nhà ngõ, hẻm",Đã có sổ,80.0
10971,Hai Bà Trưng,Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,100.0
51792,Thanh Xuân,Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,160.19
67516,Ba Đình,Đội Cấn,"Nhà mặt phố, mặt tiền",Đã có sổ,160.0
74885,Thanh Xuân,Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,70.0
7379,Long Biên,Gia Thụy,"Nhà mặt phố, mặt tiền",Đã có sổ,41.54
64736,Thanh Xuân,Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,94.44
43171,Tây Hồ,Tứ Liên,"Nhà mặt phố, mặt tiền",Đã có sổ,72.31
49758,Cầu Giấy,Mai Dịch,"Nhà ngõ, hẻm",Đã có sổ,81.82
52288,Hà Đông,La Khê,"Nhà ngõ, hẻm",Đã có sổ,55.0
22954,Cầu Giấy,Quan Hoa,"Nhà ngõ, hẻm",Đã có sổ,114.63
19417,Thanh Xuân,Thanh Xuân Bắc,"Nhà ngõ, hẻm",Đã có sổ,77.14
24955,Hà Đông,Phúc La,"Nhà mặt phố, mặt tiền",Đã có sổ,98.44
25999,Thanh Xuân,Thượng Đình,"Nhà mặt phố, mặt tiền",Đã có sổ,157.89
44304,Đống Đa,Láng Hạ,"Nhà ngõ, hẻm",Đã có sổ,137.5
38580,Đống Đa,Phương Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,142.22
55079,Đống Đa,Láng Thượng,Nhà phố liền kề,Đã có sổ,130.77
25334,Thanh Xuân,Thanh Xuân Nam,"Nhà ngõ, hẻm",Đã có sổ,77.14
71692,Hai Bà Trưng,Quỳnh Lôi,"Nhà ngõ, hẻm",Đã có sổ,114.29
17017,Hà Đông,Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,69.7
78880,Thanh Xuân,Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,72.37
50658,Bắc Từ Liêm,Liên Mạc,"Nhà mặt phố, mặt tiền",Đã có sổ,100.0
60573,Hai Bà Trưng,Bách Khoa,"Nhà ngõ, hẻm",Đã có sổ,84.38
24348,Long Biên,Bồ Đề,"Nhà ngõ, hẻm",Đã có sổ,92.19
47911,Hà Đông,Dương Nội,"Nhà ngõ, hẻm",Đã có sổ,79.69
33751,Đống Đa,Láng Hạ,"Nhà ngõ, hẻm",Đã có sổ,110.0
5929,Hai Bà Trưng,Bạch Mai,"Nhà ngõ, hẻm",Đã có sổ,78.0
26958,Đống Đa,Thịnh Quang,"Nhà mặt phố, mặt tiền",Đã có sổ,173.85
23578,Thanh Xuân,Khương Đình,"Nhà mặt phố, mặt tiền",Đã có sổ,86.36
32111,Đống Đa,Láng Hạ,"Nhà mặt phố, mặt tiền",Đã có sổ,259.26
72271,Hà Đông,Phú Lãm,"Nhà mặt phố, mặt tiền",Đã có sổ,47.14
28893,Thanh Xuân,Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,75.0
9508,Cầu Giấy,Quan Hoa,"Nhà ngõ, hẻm",Đã có sổ,95.71
58454,Tây Hồ,Xuân La,"Nhà ngõ, hẻm",Đã có sổ,100.0
33647,Cầu Giấy,Dịch Vọng,"Nhà ngõ, hẻm",Đã có sổ,107.14
64894,Đống Đa,Trung Liệt,Nhà biệt thự,Đã có sổ,128.57
76096,Hà Đông,Văn Quán,"Nhà mặt phố, mặt tiền",Đã có sổ,78.57
37434,Hai Bà Trưng,Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,58.46
54454,Nam Từ Liêm,Mỹ Đình 1,"Nhà ngõ, hẻm",Đã có sổ,83.87
31556,Thanh Xuân,Thanh Xuân Nam,"Nhà ngõ, hẻm",Đã có sổ,144.12
18073,Hà Đông,Phú Lương,"Nhà mặt phố, mặt tiền",Đã có sổ,107.0
27825,Hoàng Mai,Yên Sở,"Nhà mặt phố, mặt tiền",Đã có sổ,59.72
62648,Đống Đa,Trung Liệt,"Nhà mặt phố, mặt tiền",Đã có sổ,147.44
24787,Long Biên,Long Biên,"Nhà ngõ, hẻm",Đã có sổ,98.33
48365,Thanh Xuân,Khương Đình,"Nhà mặt phố, mặt tiền",Đã có sổ,158.33
55666,Hai Bà Trưng,Đồng Tâm,"Nhà mặt phố, mặt tiền",Đã có sổ,271.43
49675,Huyện Thanh Trì,Xã Hữu Hoà,"Nhà mặt phố, mặt tiền",Đã có sổ,98.48
9266,Cầu Giấy,Mai Dịch,"Nhà ngõ, hẻm",Đã có sổ,61.54
74839,Cầu Giấy,Trung Hoà,"Nhà ngõ, hẻm",Đã có sổ,90.0
47667,Đống Đa,Trung Tự,"Nhà ngõ, hẻm",Đã có sổ,86.36
8607,Hoàng Mai,Lĩnh Nam,"Nhà mặt phố, mặt tiền",Đã có sổ,88.24
65682,Hai Bà Trưng,Thanh Nhàn,"Nhà ngõ, hẻm",Đã có sổ,67.14
61439,Hai Bà Trưng,Đống Mác,"Nhà ngõ, hẻm",Đã có sổ,91.43
30450,Tây Hồ,Phú Thượng,"Nhà ngõ, hẻm",Đã có sổ,125.71
48120,Huyện Thanh Trì,Xã Vĩnh Quỳnh,"Nhà mặt phố, mặt tiền",Đã có sổ,30.0
35057,Đống Đa,Láng Hạ,"Nhà ngõ, hẻm",Đã có sổ,133.33
10355,Bắc Từ Liêm,Xuân Đỉnh,"Nhà ngõ, hẻm",Đã có sổ,81.08
74581,Hai Bà Trưng,Đồng Tâm,"Nhà ngõ, hẻm",Đã có sổ,71.43
37536,Long Biên,Thượng Thanh,"Nhà ngõ, hẻm",Đã có sổ,33.75
63107,Tây Hồ,Tứ Liên,"Nhà ngõ, hẻm",Đã có sổ,154.76
8614,Hoàng Mai,Giáp Bát,"Nhà mặt phố, mặt tiền",Đã có sổ,57.94
31742,Đống Đa,Trung Liệt,"Nhà ngõ, hẻm",Đã có sổ,90.48
16732,Hà Đông,Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,103.64
43612,Cầu Giấy,Nghĩa Tân,"Nhà ngõ, hẻm",Đã có sổ,137.5
61838,Tây Hồ,Quảng An,"Nhà ngõ, hẻm",Đã có sổ,93.33
77685,Thanh Xuân,Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,125.0
57909,Ba Đình,Ngọc Khánh,"Nhà ngõ, hẻm",Đã có sổ,100.0
68763,Ba Đình,Đội Cấn,"Nhà mặt phố, mặt tiền",Đã có sổ,122.95
42862,Đống Đa,Ngã Tư Sở,"Nhà ngõ, hẻm",Đã có sổ,91.11
15660,Huyện Thanh Trì,Xã Tân Triều,"Nhà ngõ, hẻm",Đã có sổ,75.53
36417,Hoàng Mai,Đại Kim,Nhà phố liền kề,Đã có sổ,95.74
82098,Hoàng Mai,Tân Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,102.0
7219,Hai Bà Trưng,Thanh Lương,"Nhà ngõ, hẻm",Đã có sổ,85.53
4907,Hai Bà Trưng,Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,66.67
69611,Hà Đông,Vạn Phúc,"Nhà ngõ, hẻm",Đã có sổ,50.0
75742,Hoàng Mai,Thanh Trì,"Nhà ngõ, hẻm",Đã có sổ,62.5
64259,Thanh Xuân,Nhân Chính,"Nhà mặt phố, mặt tiền",Đã có sổ,125.0
54423,Cầu Giấy,nan,"Nhà ngõ, hẻm",Đã có sổ,140.0
52519,Thanh Xuân,Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,66.61
12440,Ba Đình,Vĩnh Phúc,"Nhà mặt phố, mặt tiền",Đã có sổ,147.0
56740,Thanh Xuân,Thanh Xuân Nam,"Nhà ngõ, hẻm",Đã có sổ,105.08
16911,Đống Đa,Hàng Bột,"Nhà ngõ, hẻm",Đã có sổ,123.53
54252,Thanh Xuân,Khương Đình,"Nhà mặt phố, mặt tiền",Đã có sổ,78.57
66976,Hà Đông,Phú Lương,"Nhà ngõ, hẻm",Đã có sổ,45.31
31231,Cầu Giấy,Trung Hoà,"Nhà mặt phố, mặt tiền",Đã có sổ,240.0
12795,Hà Đông,Phú Lãm,"Nhà mặt phố, mặt tiền",Đã có sổ,63.24
47937,Đống Đa,Khương Thượng,"Nhà ngõ, hẻm",Đã có sổ,150.0
80382,Hà Đông,Phú La,Nhà phố liền kề,Đã có sổ,52.59
25694,Thanh Xuân,Khương Mai,"Nhà ngõ, hẻm",Đã có sổ,117.31
27313,Hai Bà Trưng,Thanh Lương,"Nhà ngõ, hẻm",Đã có sổ,67.6
6503,Hoàng Mai,Vĩnh Hưng,"Nhà mặt phố, mặt tiền",Đã có sổ,133.33
49169,Hà Đông,Phú Lương,"Nhà ngõ, hẻm",Đã có sổ,36.0
67865,Hà Đông,Vạn Phúc,"Nhà ngõ, hẻm",Đã có sổ,85.29
52557,Bắc Từ Liêm,Cổ Nhuế 2,"Nhà ngõ, hẻm",Đã có sổ,62.5
68789,Đống Đa,Thịnh Quang,"Nhà ngõ, hẻm",Đã có sổ,107.55
257,Đống Đa,Phương Mai,"Nhà ngõ, hẻm",Đã có sổ,97.14
75923,Cầu Giấy,Mai Dịch,"Nhà ngõ, hẻm",Đã có sổ,100.0
64865,Hà Đông,Mộ Lao,Nhà phố liền kề,Đã có sổ,105.56
28626,Thanh Xuân,Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,109.09
80639,Hoàng Mai,Lĩnh Nam,"Nhà ngõ, hẻm",Đã có sổ,61.88
46189,Nam Từ Liêm,Mỹ Đình 1,"Nhà ngõ, hẻm",Đã có sổ,73.75
16781,Hoàng Mai,Tương Mai,"Nhà ngõ, hẻm",Giấy tờ khác,53.33
60457,Long Biên,Ngọc Thụy,"Nhà ngõ, hẻm",Đã có sổ,93.94
71468,Hoàng Mai,Tân Mai,"Nhà ngõ, hẻm",Đã có sổ,65.63
71266,Hoàng Mai,Giáp Bát,"Nhà ngõ, hẻm",Đã có sổ,67.11
10044,Hà Đông,Phúc La,"Nhà ngõ, hẻm",Đã có sổ,106.1
29528,Hà Đông,Quang Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,88.89
18798,Thanh Xuân,Khương Mai,"Nhà ngõ, hẻm",Đã có sổ,117.86
21301,Đống Đa,Văn Miếu,"Nhà ngõ, hẻm",Đã có sổ,89.29
79121,Hai Bà Trưng,Thanh Lương,"Nhà ngõ, hẻm",Đã có sổ,107.14
77718,Hai Bà Trưng,Bạch Mai,"Nhà ngõ, hẻm",Đã có sổ,73.33
953,Thanh Xuân,Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,80.0
27194,Thanh Xuân,Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,64.29
12420,Thanh Xuân,Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,123.75
21238,Huyện Thanh Trì,Xã Hữu Hoà,"Nhà ngõ, hẻm",Đã có sổ,43.59
44157,Thanh Xuân,Thanh Xuân Trung,"Nhà ngõ, hẻm",Đã có sổ,50.0
26296,Hoàng Mai,Hoàng Văn Thụ,"Nhà ngõ, hẻm",Đã có sổ,57.69
44481,Hai Bà Trưng,Bạch Mai,"Nhà ngõ, hẻm",Đã có sổ,82.5
49919,Long Biên,Ngọc Lâm,"Nhà ngõ, hẻm",Đã có sổ,58.54
44238,Hai Bà Trưng,Bách Khoa,"Nhà ngõ, hẻm",Đã có sổ,125.0
13655,Hà Đông,Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,101.04
29617,Đống Đa,Ô Chợ Dừa,"Nhà mặt phố, mặt tiền",Đã có sổ,118.33
65726,Hai Bà Trưng,Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,70.45
16308,Long Biên,Cự Khối,"Nhà ngõ, hẻm",Đã có sổ,48.48
39618,Đống Đa,Khương Thượng,"Nhà ngõ, hẻm",Đã có sổ,82.05
63201,Thanh Xuân,Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,72.92
68316,Thanh Xuân,Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,86.54
10903,Hai Bà Trưng,Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,100.0
76136,Hoàng Mai,Hoàng Văn Thụ,"Nhà ngõ, hẻm",Đã có sổ,73.75
35249,Đống Đa,Phương Liên,"Nhà mặt phố, mặt tiền",Đã có sổ,74.47
17754,Đống Đa,Thịnh Quang,"Nhà ngõ, hẻm",Đã có sổ,74.0
75267,Hà Đông,Kiến Hưng,"Nhà ngõ, hẻm",Đã có sổ,60.53
52889,Đống Đa,Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,83.72
5896,Tây Hồ,Bưởi,"Nhà ngõ, hẻm",Đã có sổ,106.82
32499,Hà Đông,Kiến Hưng,Nhà phố liền kề,Đã có sổ,68.73
69483,Long Biên,Đức Giang,"Nhà ngõ, hẻm",Đã có sổ,66.67
14673,Đống Đa,Quang Trung,"Nhà ngõ, hẻm",Đã có sổ,96.25
54446,Hà Đông,Mộ Lao,"Nhà mặt phố, mặt tiền",Đã có sổ,108.57
6775,Ba Đình,Đội Cấn,"Nhà ngõ, hẻm",Đã có sổ,105.0
44599,Long Biên,Bồ Đề,"Nhà ngõ, hẻm",Đã có sổ,103.23
61723,Thanh Xuân,Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,112.5
29314,Cầu Giấy,Dịch Vọng,"Nhà ngõ, hẻm",Đã có sổ,71.59
16563,Hà Đông,Mộ Lao,"Nhà ngõ, hẻm",Đã có sổ,74.0
59802,Hai Bà Trưng,Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,76.56
46953,Tây Hồ,Yên Phụ,"Nhà ngõ, hẻm",Đã có sổ,116.67
75577,Hoàng Mai,Vĩnh Hưng,"Nhà ngõ, hẻm",Đã có sổ,55.41
80422,Ba Đình,Cống Vị,"Nhà ngõ, hẻm",Đã có sổ,90.0
33878,Thanh Xuân,Kim Giang,"Nhà ngõ, hẻm",Đã có sổ,85.53
16359,Hà Đông,Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,55.71
62638,Hoàng Mai,Lĩnh Nam,"Nhà ngõ, hẻm",Đã có sổ,77.08
27572,Hai Bà Trưng,Vĩnh Tuy,"Nhà mặt phố, mặt tiền",Đã có sổ,260.0
62460,Hai Bà Trưng,Minh Khai,"Nhà mặt phố, mặt tiền",Đã có sổ,87.84
21762,Hoàng Mai,Giáp Bát,"Nhà mặt phố, mặt tiền",Đã có sổ,108.97
21670,Long Biên,Ngọc Thụy,"Nhà ngõ, hẻm",Đã có sổ,70.0
35211,Hoàng Mai,Lĩnh Nam,"Nhà ngõ, hẻm",Đã có sổ,77.27
1909,Nam Từ Liêm,Mỹ Đình 2,"Nhà mặt phố, mặt tiền",Đã có sổ,72.5
80216,Thanh Xuân,Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,73.33
61987,Hai Bà Trưng,Thanh Nhàn,"Nhà mặt phố, mặt tiền",Đã có sổ,202.25
14761,Thanh Xuân,Phương Liệt,"Nhà ngõ, hẻm",Đã có sổ,120.0
449,Tây Hồ,Xuân La,"Nhà ngõ, hẻm",Đã có sổ,55.56
61086,Hoàng Mai,Thanh Trì,"Nhà ngõ, hẻm",Đã có sổ,50.0
14904,Hoàng Mai,Định Công,"Nhà ngõ, hẻm",Đã có sổ,82.81
79555,Long Biên,Sài Đồng,"Nhà ngõ, hẻm",Đã có sổ,75.0
1042,Hoàng Mai,Đại Kim,"Nhà mặt phố, mặt tiền",Đã có sổ,146.67
15115,Đống Đa,Phương Mai,"Nhà ngõ, hẻm",Đã có sổ,97.14
50984,Cầu Giấy,Mai Dịch,"Nhà mặt phố, mặt tiền",Đã có sổ,127.27
33666,Đống Đa,Láng Hạ,"Nhà ngõ, hẻm",Đã có sổ,106.9
30249,Thanh Xuân,Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,100.0
53112,Hai Bà Trưng,Thanh Nhàn,"Nhà ngõ, hẻm",Đã có sổ,69.64
7936,Cầu Giấy,Nghĩa Đô,"Nhà ngõ, hẻm",Đã có sổ,100.0
60210,Hà Đông,Quang Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,75.0
28171,Long Biên,Gia Thụy,"Nhà ngõ, hẻm",Đã có sổ,115.69
14020,Hoàng Mai,Hoàng Liệt,"Nhà ngõ, hẻm",Đã có sổ,86.67
45812,Đống Đa,Ngã Tư Sở,"Nhà ngõ, hẻm",Đã có sổ,96.13
25672,Hà Đông,Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,35.79
75073,Đống Đa,Nam Đồng,"Nhà ngõ, hẻm",Đã có sổ,119.33
23433,Ba Đình,Thành Công,"Nhà mặt phố, mặt tiền",Đã có sổ,69.0
76494,Hoàng Mai,Định Công,"Nhà ngõ, hẻm",Đã có sổ,81.25
80990,Hoàng Mai,Định Công,"Nhà ngõ, hẻm",Đã có sổ,82.35
519,Long Biên,Bồ Đề,"Nhà mặt phố, mặt tiền",Đã có sổ,164.77
69644,Hai Bà Trưng,Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,80.0
2991,Hai Bà Trưng,Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,108.33
66274,Thanh Xuân,Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,136.11
77300,Đống Đa,Kim Liên,"Nhà mặt phố, mặt tiền",Đã có sổ,220.0
36392,Đống Đa,Phương Liên,"Nhà ngõ, hẻm",Đã có sổ,73.33
11667,Hoàng Mai,Đại Kim,"Nhà ngõ, hẻm",Đã có sổ,101.72
52985,Hà Đông,Nguyễn Trãi,"Nhà ngõ, hẻm",Đã có sổ,82.26
6533,Đống Đa,Nam Đồng,"Nhà ngõ, hẻm",Đã có sổ,91.3
7532,Đống Đa,Láng Hạ,"Nhà ngõ, hẻm",Đã có sổ,12.33
16840,Long Biên,Long Biên,"Nhà ngõ, hẻm",Đã có sổ,35.11
26540,Cầu Giấy,Yên Hoà,"Nhà ngõ, hẻm",Đã có sổ,106.98
47451,Thanh Xuân,Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,101.78
69202,Ba Đình,Cống Vị,"Nhà ngõ, hẻm",Đã có sổ,111.11
49191,Hai Bà Trưng,Trương Định,"Nhà ngõ, hẻm",Đã có sổ,89.6
43855,Tây Hồ,Nhật Tân,"Nhà ngõ, hẻm",Đã có sổ,132.73
32363,Tây Hồ,Bưởi,"Nhà ngõ, hẻm",Đã có sổ,92.86
10824,Thanh Xuân,Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,86.76
23808,Hoàng Mai,Tân Mai,"Nhà ngõ, hẻm",Đã có sổ,59.09
74923,Ba Đình,Vĩnh Phúc,"Nhà ngõ, hẻm",Đã có sổ,106.49
80010,Thanh Xuân,Nhân Chính,"Nhà mặt phố, mặt tiền",Đã có sổ,85.71
50962,Đống Đa,Quốc Tử Giám,"Nhà ngõ, hẻm",Đã có sổ,121.92
79920,Đống Đa,Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,108.57
55464,Nam Từ Liêm,Đại Mỗ,"Nhà ngõ, hẻm",Đã có sổ,64.1
25721,Đống Đa,Trung Liệt,"Nhà ngõ, hẻm",Đã có sổ,95.83
61883,Hoàng Mai,Vĩnh Hưng,"Nhà ngõ, hẻm",Đã có sổ,58.97
60270,Hoàng Mai,Hoàng Liệt,"Nhà ngõ, hẻm",Đã có sổ,61.84
15552,Hai Bà Trưng,Bạch Mai,"Nhà ngõ, hẻm",Đã có sổ,111.0
33779,Ba Đình,Vĩnh Phúc,"Nhà ngõ, hẻm",Đã có sổ,101.16
44344,Nam Từ Liêm,Mỹ Đình 1,"Nhà ngõ, hẻm",Đã có sổ,90.79
82257,Đống Đa,Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,2.17
39810,Hoàng Mai,Tân Mai,"Nhà ngõ, hẻm",Đã có sổ,66.67
72915,Cầu Giấy,Nghĩa Đô,"Nhà ngõ, hẻm",Đã có sổ,87.1
34102,Long Biên,Long Biên,"Nhà mặt phố, mặt tiền",Đã có sổ,71.15
16904,Cầu Giấy,Dịch Vọng,"Nhà ngõ, hẻm",Đã có sổ,98.48
73399,Hai Bà Trưng,Bách Khoa,"Nhà ngõ, hẻm",Đã có sổ,150.0
18143,Hà Đông,Văn Quán,"Nhà mặt phố, mặt tiền",Đã có sổ,100.0
28396,Hoàng Mai,Mai Động,"Nhà ngõ, hẻm",Đã có sổ,80.65
9446,Đống Đa,Láng Thượng,"Nhà mặt phố, mặt tiền",Đã có sổ,163.64
22035,Đống Đa,Quang Trung,"Nhà ngõ, hẻm",Đã có sổ,96.97
68715,Thanh Xuân,Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,85.0
4770,Bắc Từ Liêm,Cổ Nhuế 1,"Nhà ngõ, hẻm",Đã có sổ,45.0
78384,Long Biên,Bồ Đề,"Nhà ngõ, hẻm",Đã có sổ,81.25
26416,Đống Đa,Láng Hạ,"Nhà mặt phố, mặt tiền",Đã có sổ,142.86
31528,Hà Đông,La Khê,"Nhà ngõ, hẻm",Đã có sổ,69.7
13280,Cầu Giấy,Yên Hoà,"Nhà mặt phố, mặt tiền",Đã có sổ,179.81
28128,Hoàng Mai,Định Công,"Nhà ngõ, hẻm",Đã có sổ,61.67
35805,Nam Từ Liêm,Mỹ Đình 1,"Nhà mặt phố, mặt tiền",Đã có sổ,94.74
76732,Hà Đông,Vạn Phúc,"Nhà ngõ, hẻm",Đã có sổ,71.11
3883,Ba Đình,Phúc Xá,"Nhà mặt phố, mặt tiền",Đã có sổ,174.12
64356,Nam Từ Liêm,Mỹ Đình 1,"Nhà ngõ, hẻm",Đã có sổ,94.12
50493,Long Biên,Thạch Bàn,"Nhà ngõ, hẻm",Đã có sổ,62.22
27280,Long Biên,Ngọc Lâm,"Nhà ngõ, hẻm",Đã có sổ,73.75
75697,Hoàng Mai,Định Công,"Nhà ngõ, hẻm",Đã có sổ,88.33
63146,Hai Bà Trưng,Vĩnh Tuy,"Nhà ngõ, hẻm",Đã có sổ,72.73
49334,Hoàng Mai,Tân Mai,"Nhà ngõ, hẻm",Giấy tờ khác,54.55
81603,Hoàng Mai,Lĩnh Nam,"Nhà ngõ, hẻm",Đã có sổ,56.1
4744,Đống Đa,Hàng Bột,"Nhà ngõ, hẻm",Đã có sổ,69.7
80995,Cầu Giấy,Dịch Vọng Hậu,"Nhà ngõ, hẻm",Đã có sổ,94.0
55163,Long Biên,Bồ Đề,"Nhà ngõ, hẻm",Đã có sổ,80.48
77417,Cầu Giấy,Dịch Vọng,"Nhà ngõ, hẻm",Đã có sổ,96.77
26508,Hà Đông,Hà Cầu,"Nhà ngõ, hẻm",Đã có sổ,110.0
12394,Huyện Thanh Trì,Xã Thanh Liệt,"Nhà ngõ, hẻm",Đã có sổ,71.25
60131,Cầu Giấy,Nghĩa Đô,"Nhà mặt phố, mặt tiền",Đã có sổ,113.1
73327,Long Biên,Bồ Đề,"Nhà ngõ, hẻm",Đã có sổ,86.76
18269,Hoàng Mai,Lĩnh Nam,"Nhà ngõ, hẻm",Đã có sổ,55.0
2428,Cầu Giấy,Quan Hoa,"Nhà mặt phố, mặt tiền",Đã có sổ,130.0
42359,Thanh Xuân,Khương Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,254.55
46954,Hà Đông,Mộ Lao,"Nhà ngõ, hẻm",Đã có sổ,52.94
8601,Nam Từ Liêm,Mỹ Đình 1,"Nhà ngõ, hẻm",Đã có sổ,73.75
5126,Hoàng Mai,Tương Mai,"Nhà ngõ, hẻm",Đã có sổ,77.86
3788,Đống Đa,Trung Liệt,"Nhà ngõ, hẻm",Đã có sổ,141.25
10973,Hà Đông,Kiến Hưng,"Nhà mặt phố, mặt tiền",Đã có sổ,73.33
71570,Ba Đình,Đội Cấn,"Nhà ngõ, hẻm",Đã có sổ,260.0
44921,Thanh Xuân,Thanh Xuân Bắc,"Nhà ngõ, hẻm",Đã có sổ,62.5
11931,Huyện Thanh Trì,Xã Tân Triều,"Nhà mặt phố, mặt tiền",Đã có sổ,154.0
73227,Hai Bà Trưng,Đồng Tâm,"Nhà ngõ, hẻm",Đã có sổ,90.7
30174,Tây Hồ,Xuân La,"Nhà mặt phố, mặt tiền",Đã có sổ,97.62
72270,Hà Đông,La Khê,"Nhà ngõ, hẻm",Đã có sổ,75.0
69111,Hoàng Mai,Thịnh Liệt,"Nhà ngõ, hẻm",Đã có sổ,61.67
72685,Hai Bà Trưng,Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,91.67
77923,Cầu Giấy,Nghĩa Đô,"Nhà ngõ, hẻm",Đã có sổ,91.67
4333,Ba Đình,Cống Vị,"Nhà ngõ, hẻm",Đã có sổ,86.96
76047,Thanh Xuân,Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,125.0
1061,Thanh Xuân,Phương Liệt,"Nhà mặt phố, mặt tiền",Đã có sổ,93.33
33528,Bắc Từ Liêm,Cổ Nhuế 2,"Nhà ngõ, hẻm",Đã có sổ,58.18
13812,Hoàng Mai,Hoàng Văn Thụ,"Nhà ngõ, hẻm",Đã có sổ,56.67
24083,Đống Đa,Quang Trung,"Nhà ngõ, hẻm",Đã có sổ,138.0
18140,Hai Bà Trưng,Thanh Nhàn,"Nhà ngõ, hẻm",Đã có sổ,100.0
7805,Cầu Giấy,Yên Hoà,"Nhà ngõ, hẻm",Đã có sổ,121.74
101,Thanh Xuân,Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,81.52
